vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	substance_name	substance_class	substance_subclass	substance_type	substance_subtype	latitude	longitude	discharge_amnt_total	discharge_situation_type	unit_of_measure
HELLAS PROGRESS	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Crude & Products Tank Ship	GREECE	Acknowledged Pollution Source	HOUSTON SHIP CHANNEL	"Oil, misc: Motor"	OIL	Petroleum	"Oil, misc"	Motor	29.72259	-95.23428667	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
CANDACE ANDRIE	Freight Barge	Barge	General	General	UNITED STATES	Suspected Pollution Source	St. Joseph River	Oil: Crude	OIL	Petroleum	Oil	Crude	42.0969445	-86.49138883	55	Point-source one-time discharge	GALLONS (Liquids Only)
SEAGULL	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	37.1125	-76.32216667	55	Point-source one-time discharge	GALLONS (Liquids Only)
UNKNOWN VESSEL	Industrial Vessel	Miscellaneous Vessel	Work Boat	General	UNITED STATES	Acknowledged Pollution Source		"Unknown material, Oil or Oil-like"	OIL	Petroleum	"Unknown material, Oil or Oil-like"		29.10266667	-90.16666667	55	Point-source one-time discharge	GALLONS (Liquids Only)
UNIVERSE EXPLORER	Passenger (More Than 6)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	PANAMA	Acknowledged Pollution Source	WILLAMETTE RIVER	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	45.64632	-122.7719	55	Point-source one-time discharge	GALLONS (Liquids Only)
GREAT GULL	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Oil Products Tank Ship	UNITED STATES	Acknowledged Pollution Source	KILL VAN KULL	"Oil, fuel: No. 2"	OIL	Petroleum	"Oil, fuel"	No. 2	40.64648	-74.06305	55	Non-point-source (diffuse) discharge	GALLONS (Liquids Only)
NASSAU PARADISE	Freight Ship	Bulk Carrier	General	General	"BAHAMAS, THE"	Acknowledged Pollution Source	San Diego Harbor	"Unknown material, Oil or Oil-like"	OIL	Petroleum	"Unknown material, Oil or Oil-like"		32.68583333	-117.1513888	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
ENSCO 75	Mobile Offshore Drilling Unit	Offshore	MODU	General	PANAMA	Acknowledged Pollution Source	GULF DEEP WATER SPINE	Drilling mud	CHEMICAL	Chemical	D	Drilling mud	28.645	-91.37566667	55	Point-source one-time discharge	GALLONS (Liquids Only)
STOLT EMERALD	Tank Ship	Tank Ship	Chemical Tank Ship	Oil & Chemical Tank Ship	CAYMAN ISLANDS	Suspected Pollution Source	HOUSTON SHIP CHANNEL	Chlorine	CHEMICAL	Chemical	C	Chlorine	29.732314	-95.127879	55	Point-source one-time discharge	GALLONS (Liquids Only)
WEEKS 262	Freight Barge	Barge	General	General	UNITED STATES	Acknowledged Pollution Source	Houston Ship Channel	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		34.00833333	-94.93833333	55	Point-source one-time discharge	GALLONS (Liquids Only)
REGINA	Freight Ship	Bulk Carrier	General	General	PANAMA	Acknowledged Pollution Source	Lower Mississippi River	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	29.17181	-89.26079	55	Point-source one-time discharge	GALLONS (Liquids Only)
TUT	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	BAYOU TERREBONNE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.98333333	-90.45	55	Point-source one-time discharge	GALLONS (Liquids Only)
BRANDON CENAC	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	INTRACOASTAL WATERWAY ALT. ROUTE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.07652	-91.30692	55	Point-source one-time discharge	GALLONS (Liquids Only)
NANCY H	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	KACHEMAK BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	59.63251	-151.5328	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
HEATHER KAY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	Gulf of Alaska	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	56.97166667	-152.7475	55	Point-source one-time discharge	GALLONS (Liquids Only)
BARGE 14	Passenger Barge  (More Than 6)	Barge	Passenger Barge	General	UNITED STATES	Acknowledged Pollution Source	MARE ISLAND STRAIT	"Bilge slops (Examples: bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	OIL	Petroleum	Bilge slops (Examples	"bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	38.0619	-122.2257	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
DE BELLA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	PILLAR POINT HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	37.49646	-122.4954	55	Point-source one-time discharge	GALLONS (Liquids Only)
STUYVESANT	Industrial Vessel	Miscellaneous Vessel	Cutter/Dredger	Suction/Hopper	UNITED STATES	Acknowledged Pollution Source	FREEPORT HARBOR	"Oil, fuel: No. 5"	OIL	Petroleum	"Oil, fuel"	No. 5	28.92311	-95.28439333	55	Point-source one-time discharge	GALLONS (Liquids Only)
MR. BILL	Unclassified	Miscellaneous Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.57177	-90.38384	55	Point-source one-time discharge	GALLONS (Liquids Only)
F/V DEFENDER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	LAKE WASHINGTON SHIP CANAL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	47.66472667	-122.3946367	55	Point-source one-time discharge	GALLONS (Liquids Only)
BOA DEEP C	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	SPAIN	Moored/Anchored  in Vicinity of Primary Subject	Mississippi River-Gulf Outlet	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		29.37106	-89.20177	55	Point-source one-time discharge	GALLONS (Liquids Only)
FL4489MP	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Suspected Pollution Source	ICW AT ATLANTIC BLVD.	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.32333333	-81.37277667	55	Point-source one-time discharge	GALLONS (Liquids Only)
SILVER LADY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	PORT TOWNSEND	Oil: Diesel	OIL	Petroleum	Oil	Diesel	48.10538	-122.7287	55	Point-source one-time discharge	GALLONS (Liquids Only)
SILVER LADY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	PORT TOWNSEND	Oil: Diesel	OIL	Petroleum	Oil	Diesel	48.10538	-122.7287	55	Point-source one-time discharge	GALLONS (Liquids Only)
VILA DE ILHAVO	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	"Trawler, Stern"	UNITED STATES	Suspected Pollution Source	NEW BEDFORD HARBOR	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	41.63538333	-70.9204	55	Point-source one-time discharge	GALLONS (Liquids Only)
KOKOSING WORK BARGE 9103	Industrial Vessel	Miscellaneous Vessel	Work Float	General	UNITED STATES	Acknowledged Pollution Source	KANAWHA RIVER	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		38.260848	-81.572318	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
DERRICK BARGE 50	Industrial Vessel	Barge	Industrial Barge	Derrick/Crane Barge	UNITED STATES	Acknowledged Pollution Source	GULF-PANAMA ACCESS	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		27.31666667	-90.75	55	Point-source one-time discharge	GALLONS (Liquids Only)
TX 3352 AR	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Suspected Pollution Source	UPPER SAN JACINTO BAY	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	29.70737	-95.04034	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
LAURA J	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	HATTERAS CHANNEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	35.20929	-75.70354	55	Point-source one-time discharge	GALLONS (Liquids Only)
JOCELYN D	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	"Trawler, Other"	UNITED STATES	Acknowledged Pollution Source	MIAMI RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	25.806907	-80.259989	55	Point-source one-time discharge	GALLONS (Liquids Only)
LITTLE CRABBER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	MOBILE BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.55585	-87.93239	55	Point-source one-time discharge	GALLONS (Liquids Only)
MD 6183 BU- BEACH BLONDE	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	NORTHWEST HARBOR	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	39.2753	-76.60182	55.5	Point-source one-time discharge	GALLONS (Liquids Only)
EL FARO	Freight Ship	Ro-Ro Cargo Ship	Ro-Ro/Container	General	UNITED STATES	Acknowledged Pollution Source	SAN JUAN HARBOR	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	18.56244	-66.1723	56	Point-source one-time discharge	GALLONS (Liquids Only)
ST  VINCENT	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Suspected Pollution Source	BAYOU LAFOURCHE	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	29.16017	-90.23445	58	Point-source one-time discharge	GALLONS (Liquids Only)
LUMMI ISLAND	Freight Barge	Barge	General	General	UNITED STATES	Acknowledged Pollution Source	COOK INLET	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		61.23778	-149.895	58	Point-source one-time discharge	GALLONS (Liquids Only)
OCEAN TRADER	Freight Ship	Bulk Carrier	General	Self-Discharging	SOUTH KOREA	Involved in a Marine Casualty	MYSTIC RIVER	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		42.39153333	-71.07352	58.1	Point-source one-time discharge	GALLONS (Liquids Only)
SUPERIOR ACHIEVEMENT	Offshore Supply Vessel	Offshore	Lift Boat	General	UNITED STATES	Acknowledged Pollution Source		Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		29.702	-93.86	59	Point-source discharge over a period of time	GALLONS (Liquids Only)
PERSISTENCE	Commercial Fishing Vessel	Fishing Vessel	Fishing Catching/Processing Vessel	General	UNITED STATES	Acknowledged Pollution Source	GALVESTON BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.50871	-94.96542	60	Point-source one-time discharge	GALLONS (Liquids Only)
Unidentified Rec. Vessel	Recreational	Recreational	Sailing Vessels	Day Sailer	UNSPECIFIED	Suspected Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	25.76965	-80.18203	60	UNSPECIFIED	GALLONS (Liquids Only)
LADY JANE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	"Trawler, Stern"	UNITED STATES	Involved in a Marine Casualty	GREEN HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	42.07566667	-70.64166667	60	Point-source one-time discharge	GALLONS (Liquids Only)
HAVANA DAY DREAMING	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	26.26266	-80.08342	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
NEW ORLEANS	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	MISSISSIPPI RIVER	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	30.13166667	-90.925	60	Point-source one-time discharge	GALLONS (Liquids Only)
WHITS END	Recreational	Recreational	Motor Propelled Vessels	Sport Fisher	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	27.74618333	-82.74535	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
DECK BARGE (FL5771NW)	Recreational	Recreational	General	General	UNITED STATES	Alleged Pollution Source	ATLANTIC DEEP WATER ACCESS	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		25.7921	-79.95445	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
EBMS1903 (Rig:23)	Freight Barge	Barge	General	General	UNSPECIFIED	Involved in a Marine Casualty	Bayou Sorrel	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.18956667	-91.46738333	60	Point-source one-time discharge	GALLONS (Liquids Only)
MARIO ARTURO II	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	GULF DEEP WATER ACCESS	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		29.25761667	-94.58828333	60	Point-source one-time discharge	GALLONS (Liquids Only)
JUDY D	Passenger (Inspected)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Involved in a Marine Casualty	BAYOU LAFOURCHE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.16017	-90.23445	60	Point-source one-time discharge	GALLONS (Liquids Only)
OSG INDEPENDENCE	Towing Vessel	Towing Vessel	Articulated Tug and Barge (Tug)	General	UNITED STATES	Acknowledged Pollution Source	SPARKMAN-YBOR CHANNELS	Oil: Diesel	OIL	Petroleum	Oil	Diesel	27.941057	-82.444471	60	Point-source one-time discharge	GALLONS (Liquids Only)
DONNARAY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Whaler	UNITED STATES	Acknowledged Pollution Source	"AUAU CHANNEL, MAUI"	Oil: Diesel	OIL	Petroleum	Oil	Diesel	20.83159	-156.7419	60	Point-source one-time discharge	GALLONS (Liquids Only)
KATHLEEN K	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	LAKE WASHINGTON SHIP CANAL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	47.664727	-122.394637	60	Point-source one-time discharge	GALLONS (Liquids Only)
MRS REBECCA LEIGH	Fish Processing Vessel	Fishing Vessel	Fishing Catching/Processing Vessel	General	UNITED STATES	Acknowledged Pollution Source	BAYOU LA BATRE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.40572	-88.24692	60	Point-source one-time discharge	GALLONS (Liquids Only)
SEA HORSE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	SAN JUAN HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	18.56244	-66.1723	60	Point-source one-time discharge	GALLONS (Liquids Only)
DREAMCATCHER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Whaler	UNITED STATES	Acknowledged Pollution Source	NARRAGANSETT BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.58333333	-71.30166667	60	Point-source one-time discharge	GALLONS (Liquids Only)
WRESTLER	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	DELAWARE RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	39.96388	-75.12193	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
ALDAWHA	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Crude & Products Tank Ship	QATAR	Acknowledged Pollution Source		"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	39.81544	-75.40424	60	UNSPECIFIED	GALLONS (Liquids Only)
TORM BROOKLYN	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.73333333	-95.125	60	Point-source one-time discharge	GALLONS (Liquids Only)
KEYSTONE TEXAS	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Oil Products Tank Ship	UNITED STATES	Acknowledged Pollution Source		Gasoline: Automotive (4.23g Pb/gal)	OIL	Petroleum	Gasoline	Automotive (4.23g Pb/gal)	27.91833333	-82.44166667	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
CT 8613 W	Recreational	Recreational	General	General	UNITED STATES	Involved in a Marine Casualty	HOUSATONIC RIVER	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	41.20261	-73.10991	60	Point-source one-time discharge	GALLONS (Liquids Only)
USS DULUTH (LPD 6)	"Public Vessel, Unclassified"	Warship	Amphibious Assault	General	UNITED STATES	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.6680555	-117.1180555	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
NO WORRIES	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	Atlantic Ocean	Oil: Diesel	OIL	Petroleum	Oil	Diesel	47.62166667	-69.97666667	60	Point-source one-time discharge	GALLONS (Liquids Only)
MEGAWATT	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	0	0	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
CAJUN QUEEN	Passenger (More Than 6)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source		"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	0	0	60	Point-source one-time discharge	GALLONS (Liquids Only)
LIGHTHOUSE	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	45.65333333	-122.765	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
UNKNOWN VESSEL	Recreational	Miscellaneous Vessel	Work Boat	General	UNITED STATES	Sighted in Area	GULF OF MEXICO	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.26666667	-87.7	60	Point-source one-time discharge	GALLONS (Liquids Only)
KATHY ANN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	Strait of Georgia	Oil: Diesel	OIL	Petroleum	Oil	Diesel	48.83333333	-122.75	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
SMT CHEMICAL EXPLORER / SMT ONE	Tank Ship	Tank Ship	General	General	UNITED STATES	Acknowledged Pollution Source	COOPER RIVER	"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	33.06705	-79.92291	60	Point-source one-time discharge	GALLONS (Liquids Only)
FRITZ CENAC	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Suspected Pollution Source	GULF INTERCOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.26333333	-88.28	60	Point-source one-time discharge	GALLONS (Liquids Only)
AZTECA S	Tank Ship	Tank Ship	Chemical Tank Ship	Chemical Tank Ship	HONG KONG	Acknowledged Pollution Source	HOUSTON SHIP CHANNEL	"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	29.75	-95.28333333	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
LUHRED IN	Recreational	Recreational	Motor Propelled Vessels	Sport Fisher	UNITED STATES	Acknowledged Pollution Source	Intracoastal Waterway	Gasoline: Automotive (4.23g Pb/gal)	OIL	Petroleum	Gasoline	Automotive (4.23g Pb/gal)	26.53333333	-80.04166667	60	Point-source one-time discharge	GALLONS (Liquids Only)
CAPT BEN LEE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	EAST RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	31.15856	-81.49988	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
SEA GOAT III	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Sighted in Area	BAYOU GRANDE CAILLOU	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.49779	-90.71121	60	Point-source one-time discharge	GALLONS (Liquids Only)
NESTEBY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	58.3	-134.4183333	60	Point-source one-time discharge	GALLONS (Liquids Only)
DIOMEDES	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	RUSSIA	Acknowledged Pollution Source	LAKE WASHINGTON SHIP CANAL	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	47.6665	-122.3891	60	Point-source one-time discharge	GALLONS (Liquids Only)
BUMPER CROP	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Trawler Type"	UNITED STATES	Acknowledged Pollution Source	GUEMES CHANNEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	48.50688	-122.6001	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
HARD HEAD	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	BR PORT ISABEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	26.06666667	-97.18333333	60	Point-source discharge over a period of time	GALLONS (Liquids Only)
